chr 	start	end	enhancerID	Gene	Type	q-value	rho
chr2	234169950	234183900	enh-1035636	INPP5D	protein_coding	0.04104761	0.583458647
chr2	234169950	234183900	enh-1035636	DGKD	protein_coding	0.000141196	0.894736842
chr2	234169950	234183900	enh-1035636	HJURP	protein_coding	0.009343032	0.733834586
chr2	234314400	234320900	enh-1035642	INPP5D	protein_coding	0.01926654	0.666165414
chr2	234314400	234320900	enh-1035642	DGKD	protein_coding	0.006530651	0.760902256
chr2	234446650	234456250	enh-1035653	INPP5D	protein_coding	0.042207258	0.580451128
chr2	234446650	234456250	enh-1035653	DGKD	protein_coding	0.005079262	0.77593985
chr2	234446650	234456250	enh-1035653	HJURP	protein_coding	0.028271851	0.62556391
chr2	234500150	234518950	enh-1035656	DGKD	protein_coding	0.04104761	0.583458647
chr2	234652550	234676350	enh-1035661	DGKD	protein_coding	0.02330238	0.646616541
chr2	234739750	234743450	enh-1035662	ATG16L1	protein_coding	0.032370458	0.610526316
chr2	234739750	234743450	enh-1035662	DGKD	protein_coding	0.007322229	0.75037594
chr2	234739750	234743450	enh-1035662	HJURP	protein_coding	0.005833616	0.768421053
chr2	234896450	234903400	enh-1035668	ARL4C	protein_coding	0.024919543	0.639097744
chr2	234933150	234942900	enh-1035672	ARL4C	protein_coding	0.020787056	0.658646617
chr2	235037600	235048000	enh-1035677	ARL4C	protein_coding	0.028580744	0.62406015
chr2	235050650	235059450	enh-1035678	ARL4C	protein_coding	0.017899231	0.673684211
chr2	235108350	235116050	enh-1035689	ARL4C	protein_coding	0.04824587	0.565413534
chr2	235148250	235156200	enh-1035691	ARL4C	protein_coding	0.022958796	0.648120301
chr2	235193000	235205800	enh-1035695	ARL4C	protein_coding	0.014192061	0.697744361
chr2	235212700	235219800	enh-1035698	ARL4C	protein_coding	0.011065088	0.721804511
chr2	235212700	235219800	enh-1035698	TRPM8	protein_coding	0.03199025	0.612030075
chr2	235241850	235249000	enh-1035701	ARL4C	protein_coding	0.031518	0.613533835
chr2	235271150	235273150	enh-1035703	ARL4C	protein_coding	0.025970771	0.634586466
chr2	237420200	237428150	enh-1035799	ACKR3	protein_coding	8.40E-05	0.893233083
chr2	237443350	237447700	enh-1035800	ACKR3	protein_coding	0.003585716	0.790977444
chr2	237549000	237553350	enh-1035805	ACKR3	protein_coding	8.40E-05	0.893233083
chr2	237590950	237599400	enh-1035809	ACKR3	protein_coding	0.028580744	0.62406015
chr2	237581900	237590500	enh-1035810	ACKR3	protein_coding	0	0.839097744
chr2	237619350	237625600	enh-1035812	ACKR3	protein_coding	0.00217044	0.807518797
chr2	237680550	237682350	enh-1035819	ACKR3	protein_coding	0	0.866165414
chr2	237776550	237787000	enh-1035826	ACKR3	protein_coding	0.001904889	0.810526316
chr2	237874250	237887150	enh-1035829	ACKR3	protein_coding	0.010330916	0.726315789
chr2	237930650	237937350	enh-1035831	ACKR3	protein_coding	0.002808216	0.8
chr2	237999450	238003050	enh-1035834	ACKR3	protein_coding	0.009343032	0.733834586
chr2	238984100	238984950	enh-1035905	PER2	protein_coding	0.022639745	0.64962406
chr2	239164500	239174750	enh-1035914	PER2	protein_coding	0.04824587	0.565413534
chr2	241517300	241521200	enh-1035963	ANO7	protein_coding	0.003342953	0.793984962
chr2	241559200	241562650	enh-1035966	ANO7	protein_coding	0.015892589	0.685714286
chr2	241563650	241567650	enh-1035968	RNPEPL1	protein_coding	0.04824587	0.565413534
chr2	241563650	241567650	enh-1035968	ANO7	protein_coding	0.004402291	0.783458647
chr20	839850	841250	enh-1036040	TMEM74B	protein_coding	0.011448362	0.718796992
chr20	839850	841250	enh-1036040	FKBP1A	protein_coding	0.02008924	0.661654135
chr20	839850	841250	enh-1036040	SIRPB2	protein_coding	0.036495289	0.596992481
chr20	839850	841250	enh-1036040	SIRPD	protein_coding	0.049746605	0.554720931
chr20	954350	955700	enh-1036046	PSMF1	protein_coding	0.039005814	0.589473684
chr20	954350	955700	enh-1036046	TMEM74B	protein_coding	0.012927982	0.706766917
chr20	954350	955700	enh-1036046	FKBP1A	protein_coding	0.005847473	0.766917293
chr20	954350	955700	enh-1036046	SIRPB2	protein_coding	0.012078417	0.712781955
chr20	954350	955700	enh-1036046	NSFL1C	protein_coding	0.021391354	0.655639098
chr20	954350	955700	enh-1036046	SIRPB1	protein_coding	0.03805783	0.592481203
chr20	1192450	1194150	enh-1036047	NSFL1C	protein_coding	0.031115882	0.615037594
chr20	1410550	1412100	enh-1036055	TMEM74B	protein_coding	0.02008924	0.661654135
chr20	1410550	1412100	enh-1036055	FKBP1A	protein_coding	0.006875705	0.756390977
chr20	1410550	1412100	enh-1036055	SIRPD	protein_coding	0.046981117	0.56075871
chr20	1410550	1412100	enh-1036055	NSFL1C	protein_coding	0.016778262	0.679699248
chr20	1410550	1412100	enh-1036055	SIRPB1	protein_coding	0.033599154	0.606015038
chr20	1413950	1418850	enh-1036056	PSMF1	protein_coding	0.04104761	0.583458647
chr20	1413950	1418850	enh-1036056	FKBP1A	protein_coding	0.02358024	0.645112782
chr20	1413950	1418850	enh-1036056	NSFL1C	protein_coding	0.039956355	0.586466165
chr20	1413950	1418850	enh-1036056	SIRPB1	protein_coding	0.028580744	0.62406015
chr20	1520550	1521150	enh-1036063	TMEM74B	protein_coding	0.014773553	0.693233083
chr20	1520550	1521150	enh-1036063	FKBP1A	protein_coding	0.016778262	0.679699248
chr20	1520550	1521150	enh-1036063	SIRPB2	protein_coding	0.027943225	0.627067669
chr20	1543900	1551200	enh-1036064	TMEM74B	protein_coding	0.011882525	0.714285714
chr20	1543900	1551200	enh-1036064	FKBP1A	protein_coding	0.032370458	0.610526316
chr20	1543900	1551200	enh-1036064	SIRPB2	protein_coding	0.035494353	0.6
chr20	1543900	1551200	enh-1036064	SIRPB1	protein_coding	0.024919543	0.639097744
chr20	1610900	1615250	enh-1036066	SNRPB	protein_coding	0.047570637	0.566917293
chr20	1610900	1615250	enh-1036066	SIRPA	protein_coding	0.01162641	0.717293233
chr20	1610900	1615250	enh-1036066	SIRPB1	protein_coding	0.039468134	0.587969925
chr20	1610900	1615250	enh-1036066	ZNF343	protein_coding	0.036495289	0.596992481
chr20	1615500	1622900	enh-1036067	SNRPB	protein_coding	0.031518	0.613533835
chr20	1615500	1622900	enh-1036067	SIRPA	protein_coding	0.005237412	0.77443609
chr20	1615500	1622900	enh-1036067	ZNF343	protein_coding	0.006346942	0.762406015
chr20	1637750	1643650	enh-1036069	ZNF343	protein_coding	0.034919515	0.601503759
chr20	1651050	1657600	enh-1036071	SNRPB	protein_coding	0.022263809	0.65112782
chr20	1651050	1657600	enh-1036071	SIRPG	protein_coding	0.021675718	0.654135338
chr20	1651050	1657600	enh-1036071	SIRPA	protein_coding	0.007908646	0.745864662
chr20	1651050	1657600	enh-1036071	SIRPB1	protein_coding	0.049409474	0.562406015
chr20	1651050	1657600	enh-1036071	ZNF343	protein_coding	0.017471863	0.676691729
chr20	1782150	1786800	enh-1036078	SNRPB	protein_coding	0.032370458	0.610526316
chr20	1782150	1786800	enh-1036078	SIRPG	protein_coding	0.009343032	0.733834586
chr20	1782150	1786800	enh-1036078	SIRPA	protein_coding	0.042207258	0.580451128
chr20	1782150	1786800	enh-1036078	SIRPB1	protein_coding	0.036495289	0.596992481
chr20	2216550	2219400	enh-1036092	SNRPB	protein_coding	0.009019086	0.736842105
chr20	2216550	2219400	enh-1036092	SIRPG	protein_coding	0.040525729	0.584962406
chr20	2216550	2219400	enh-1036092	SIRPA	protein_coding	0.01162641	0.717293233
chr20	2216550	2219400	enh-1036092	ZNF343	protein_coding	0.02008924	0.661654135
chr20	4807650	4811700	enh-1036177	RASSF2	protein_coding	0.015038084	0.691729323
chr20	4926750	4933600	enh-1036181	RASSF2	protein_coding	0.040525729	0.584962406
chr20	4926750	4933600	enh-1036181	SLC23A2	protein_coding	0.048814002	0.563909774
chr20	5035250	5038700	enh-1036188	RASSF2	protein_coding	0.016552328	0.681203008
chr20	5052500	5055750	enh-1036191	RASSF2	protein_coding	0.01173486	0.715789474
chr20	5056400	5063450	enh-1036192	RASSF2	protein_coding	0.010603382	0.72481203
chr20	10543800	10548700	enh-1036413	JAG1	protein_coding	0.041577173	0.581954887
chr20	10827100	10831850	enh-1036440	JAG1	protein_coding	0.018986402	0.667669173
chr20	10835100	10847700	enh-1036441	JAG1	protein_coding	0.006230334	0.763909774
chr20	11052500	11057950	enh-1036462	JAG1	protein_coding	0.039005814	0.589473684
chr20	11059100	11062850	enh-1036463	JAG1	protein_coding	0.01162641	0.717293233
chr20	11134600	11144150	enh-1036475	JAG1	protein_coding	0.012709869	0.708270677
chr20	18520050	18528650	enh-1036658	DTD1	protein_coding	0.027189622	0.630075188
chr20	25293800	25310950	enh-1036842	VSX1	protein_coding	0.026328521	0.622745143
chr20	25293800	25310950	enh-1036842	ZNF337	protein_coding	0.017593897	0.67518797
chr20	25293800	25310950	enh-1036842	ABHD12	protein_coding	0.024919543	0.639097744
chr20	25293800	25310950	enh-1036842	GINS1	protein_coding	0.02526631	0.637593985
chr20	31959750	31962350	enh-1036934	E2F1	protein_coding	0.005079262	0.77593985
chr20	31959750	31962350	enh-1036934	RALY	protein_coding	0.046246048	0.569924812
chr20	33972950	33976750	enh-1037026	PROCR	protein_coding	0.022639745	0.64962406
chr20	34379200	34383100	enh-1037039	SPAG4	protein_coding	0.000504043	0.827067669
chr20	34379200	34383100	enh-1037039	CPNE1	protein_coding	0.034919515	0.601503759
chr20	34379200	34383100	enh-1037039	PHF20	protein_coding	0.017471863	0.676691729
chr20	34379200	34383100	enh-1037039	DLGAP4	protein_coding	0.009167319	0.735338346
chr20	34379200	34383100	enh-1037039	SLA2	protein_coding	0.018481523	0.670676692
chr20	34379200	34383100	enh-1037039	DSN1	protein_coding	0.020787056	0.658646617
chr20	34379200	34383100	enh-1037039	RBL1	protein_coding	0.012486915	0.709774436
chr20	34460900	34468550	enh-1037050	SPAG4	protein_coding	0.048814002	0.563909774
chr20	34460900	34468550	enh-1037050	CPNE1	protein_coding	0.014773553	0.693233083
chr20	34460900	34468550	enh-1037050	RBM39	protein_coding	0.047570637	0.566917293
chr20	34460900	34468550	enh-1037050	RBL1	protein_coding	0.036495289	0.596992481
chr20	34470950	34473300	enh-1037052	SPAG4	protein_coding	0.046246048	0.569924812
chr20	34470950	34473300	enh-1037052	CPNE1	protein_coding	0.012078417	0.712781955
chr20	34470950	34473300	enh-1037052	RBM39	protein_coding	0.01173486	0.715789474
chr20	35382350	35387800	enh-1037080	SPAG4	protein_coding	0.036966008	0.595488722
chr20	35382350	35387800	enh-1037080	CPNE1	protein_coding	0.007244898	0.751879699
chr20	35382350	35387800	enh-1037080	AAR2	protein_coding	0.046246048	0.569924812
chr20	35382350	35387800	enh-1037080	DLGAP4	protein_coding	0.025610751	0.636090226
chr20	35382350	35387800	enh-1037080	SLA2	protein_coding	0.047570637	0.566917293
chr20	35382350	35387800	enh-1037080	DSN1	protein_coding	0.039468134	0.587969925
chr20	35382350	35387800	enh-1037080	RBL1	protein_coding	0.02040315	0.660150376
chr20	36647650	36656000	enh-1037121	TTI1	protein_coding	0.022958796	0.648120301
chr20	37676050	37680050	enh-1037175	ACTR5	protein_coding	0.020787056	0.658646617
chr20	39618550	39622050	enh-1037204	LPIN3	protein_coding	0.02896804	0.622556391
chr20	40050750	40059600	enh-1037218	EMILIN3	protein_coding	0.018740059	0.669172932
chr20	40319900	40323950	enh-1037227	EMILIN3	protein_coding	0.032784851	0.609022556
chr20	42210750	42217400	enh-1037233	IFT52	protein_coding	0.02358024	0.645112782
chr20	42377700	42382400	enh-1037235	GTSF1L	protein_coding	0.013797194	0.686700594
chr20	42377700	42382400	enh-1037235	MYBL2	protein_coding	0.014773553	0.693233083
chr20	42563900	42574350	enh-1037238	GTSF1L	protein_coding	0.027799181	0.617564449
chr20	42563900	42574350	enh-1037238	IFT52	protein_coding	0.041577173	0.581954887
chr20	42563900	42574350	enh-1037238	MYBL2	protein_coding	0.017899231	0.673684211
chr20	42577000	42580250	enh-1037239	MYBL2	protein_coding	0.039005814	0.589473684
chr20	42582550	42591000	enh-1037241	GTSF1L	protein_coding	0.00948178	0.719326641
chr20	42582550	42591000	enh-1037241	MYBL2	protein_coding	0.006706423	0.759398496
chr20	42792950	42801400	enh-1037250	GTSF1L	protein_coding	0.040663063	0.576393485
chr20	42792950	42801400	enh-1037250	JPH2	protein_coding	0.042207258	0.580451128
chr20	43346500	43351350	enh-1037271	WISP2	protein_coding	0.029388986	0.621052632
chr20	44404900	44405550	enh-1037307	PI3	protein_coding	0.032370458	0.610526316
chr20	44404900	44405550	enh-1037307	PIGT	protein_coding	0.024919543	0.639097744
chr20	44404900	44405550	enh-1037307	UBE2C	protein_coding	0.013258548	0.703759398
chr20	44404900	44405550	enh-1037307	SYS1-DBNDD2	protein_coding	0.047570637	0.566917293
chr20	44404900	44405550	enh-1037307	STK4	protein_coding	0.022039155	0.652631579
chr20	47343450	47357350	enh-1037444	DDX27	protein_coding	0.028271851	0.62556391
chr20	47363650	47418200	enh-1037445	PREX1	protein_coding	0.013463388	0.702255639
chr20	47363650	47418200	enh-1037445	DDX27	protein_coding	0.039468134	0.587969925
chr20	47516550	47518900	enh-1037449	DDX27	protein_coding	0.043838331	0.57593985
chr20	48075850	48080900	enh-1037467	KCNB1	protein_coding	0.033599154	0.606015038
chr20	48340000	48344900	enh-1037485	ZNFX1	protein_coding	0.02987969	0.619548872
chr20	48378350	48395250	enh-1037489	ZNFX1	protein_coding	0.02526631	0.637593985
chr20	48619250	48620650	enh-1037509	ZNFX1	protein_coding	0.032784851	0.609022556
chr20	48619250	48620650	enh-1037509	B4GALT5	protein_coding	0.037517168	0.593984962
chr20	48619250	48620650	enh-1037509	SPATA2	protein_coding	0.046904051	0.568421053
chr20	48802400	48804950	enh-1037533	CEBPB	protein_coding	0.038553014	0.590977444
chr20	48802400	48804950	enh-1037533	TMEM189	protein_coding	0.014419529	0.696240602
chr20	48834900	48844400	enh-1037537	CEBPB	protein_coding	0.02040315	0.660150376
chr20	48834900	48844400	enh-1037537	TMEM189	protein_coding	0.015269289	0.690225564
chr20	48834900	48844400	enh-1037537	PTPN1	protein_coding	0.014419529	0.696240602
chr20	48834900	48844400	enh-1037537	ADNP	protein_coding	0.042207258	0.580451128
chr20	48874750	48879500	enh-1037541	CEBPB	protein_coding	0.024919543	0.639097744
chr20	48874750	48879500	enh-1037541	TMEM189	protein_coding	0.02330238	0.646616541
chr20	48940200	48942900	enh-1037543	TMEM189	protein_coding	0.014419529	0.696240602
chr20	48945900	48946050	enh-1037545	TMEM189	protein_coding	0.027189622	0.630075188
chr20	48946250	48959500	enh-1037546	CEBPB	protein_coding	0.016778262	0.679699248
chr20	48946250	48959500	enh-1037546	TMEM189	protein_coding	0.022039155	0.652631579
chr20	48988850	48989700	enh-1037550	CEBPB	protein_coding	0.043305504	0.577443609
chr20	48988850	48989700	enh-1037550	TMEM189	protein_coding	0.018182739	0.672180451
chr20	48988850	48989700	enh-1037550	BCAS4	protein_coding	0.042207258	0.580451128
chr20	49027550	49035600	enh-1037552	CEBPB	protein_coding	0.01980877	0.663157895
chr20	49027550	49035600	enh-1037552	TMEM189	protein_coding	0.014632872	0.694736842
chr20	49037850	49042250	enh-1037553	CEBPB	protein_coding	0.013258548	0.703759398
chr20	49037850	49042250	enh-1037553	TMEM189	protein_coding	0.007322229	0.75037594
chr20	49042850	49045500	enh-1037554	CEBPB	protein_coding	0.014773553	0.693233083
chr20	49042850	49045500	enh-1037554	TMEM189	protein_coding	0.024254752	0.642105263
chr20	49056050	49060350	enh-1037559	CEBPB	protein_coding	0.002576537	0.803007519
chr20	49056050	49060350	enh-1037559	TMEM189	protein_coding	0.001301377	0.818045113
chr20	49056050	49060350	enh-1037559	PTPN1	protein_coding	0.033152498	0.607518797
chr20	49086300	49093850	enh-1037565	TMEM189	protein_coding	0.030765927	0.616541353
chr20	49094400	49096800	enh-1037566	CEBPB	protein_coding	0.013182684	0.705263158
chr20	49094400	49096800	enh-1037566	TMEM189	protein_coding	0.015038084	0.691729323
chr20	49112900	49117400	enh-1037570	CEBPB	protein_coding	0.026328521	0.633082707
chr20	49112900	49117400	enh-1037570	TMEM189	protein_coding	0.006875705	0.756390977
chr20	49117550	49123300	enh-1037571	TMEM189	protein_coding	0.005847473	0.766917293
chr20	49117550	49123300	enh-1037571	PTPN1	protein_coding	0.024606291	0.640601504
chr20	49117550	49123300	enh-1037571	ADNP	protein_coding	0.01162641	0.717293233
chr20	49185100	49195400	enh-1037574	UBE2V1	protein_coding	0.046246048	0.569924812
chr20	49185100	49195400	enh-1037574	TMEM189	protein_coding	0.012927982	0.706766917
chr20	49185100	49195400	enh-1037574	PTPN1	protein_coding	0.028271851	0.62556391
chr20	49185100	49195400	enh-1037574	ADNP	protein_coding	0.047570637	0.566917293
chr20	49470100	49475100	enh-1037586	TMEM189	protein_coding	0.018182739	0.672180451
chr20	49976200	49977300	enh-1037599	NFATC2	protein_coding	0.03029675	0.618045113
chr20	52441000	52465450	enh-1037675	ZNF217	protein_coding	0.018986402	0.667669173
chr20	55127300	55131100	enh-1037727	AURKA	protein_coding	0.009622854	0.730827068
chr20	55127300	55131100	enh-1037727	CASS4	protein_coding	0.030765927	0.616541353
chr20	55127300	55131100	enh-1037727	FAM209A	protein_coding	0.01926654	0.666165414
chr20	55957750	55958700	enh-1037733	AURKA	protein_coding	0.024254752	0.642105263
chr20	55957750	55958700	enh-1037733	CSTF1	protein_coding	0.021391354	0.655639098
chr20	55957750	55958700	enh-1037733	CASS4	protein_coding	0.03805783	0.592481203
chr20	55957750	55958700	enh-1037733	RTFDC1	protein_coding	0.010603382	0.72481203
chr20	56320000	56327600	enh-1037742	PPP4R1L	protein_coding	0.032784851	0.609022556
chr20	56320000	56327600	enh-1037742	PMEPA1	protein_coding	0.024254752	0.642105263
chr20	56366350	56368700	enh-1037746	PPP4R1L	protein_coding	0.021675718	0.654135338
chr20	56366350	56368700	enh-1037746	PMEPA1	protein_coding	0.034919515	0.601503759
chr20	56383500	56389450	enh-1037749	PMEPA1	protein_coding	0.043838331	0.57593985
chr20	56476550	56483950	enh-1037751	PMEPA1	protein_coding	0.021391354	0.655639098
chr20	56564750	56567700	enh-1037756	PMEPA1	protein_coding	0.02358024	0.645112782
chr20	57244400	57246250	enh-1037805	STX16	protein_coding	0.021675718	0.654135338
chr20	61074550	61078900	enh-1037855	RPS21	protein_coding	0.018740059	0.669172932
chr20	61074550	61078900	enh-1037855	MRGBP	protein_coding	0.012078417	0.712781955
chr20	61074550	61078900	enh-1037855	LAMA5	protein_coding	0.043305504	0.577443609
chr20	61074550	61078900	enh-1037855	OGFR	protein_coding	0.006706423	0.759398496
chr20	61181600	61182200	enh-1037858	MRGBP	protein_coding	0.037517168	0.593984962
chr20	61184950	61189750	enh-1037859	RPS21	protein_coding	0.031115882	0.615037594
chr20	61184950	61189750	enh-1037859	MRGBP	protein_coding	0.033599154	0.606015038
chr20	61191750	61195800	enh-1037861	MRGBP	protein_coding	0.018182739	0.672180451
chr20	61191750	61195800	enh-1037861	OGFR	protein_coding	0.016552328	0.681203008
chr20	61197350	61206400	enh-1037862	RPS21	protein_coding	0.034919515	0.601503759
chr20	61197350	61206400	enh-1037862	MRGBP	protein_coding	0.013663988	0.70075188
chr20	61197350	61206400	enh-1037862	OGFR	protein_coding	0.005237412	0.77443609
chr20	61334450	61337050	enh-1037868	MRGBP	protein_coding	0.028271851	0.62556391
chr20	61334450	61337050	enh-1037868	OGFR	protein_coding	0.013663988	0.70075188
chr20	61370350	61377400	enh-1037869	RPS21	protein_coding	0.013663988	0.70075188
chr20	61370350	61377400	enh-1037869	MRGBP	protein_coding	0.02040315	0.660150376
chr20	61370350	61377400	enh-1037869	OGFR	protein_coding	0.004951587	0.777443609
chr21	16326150	16334150	enh-1037934	SAMSN1	protein_coding	0.025970771	0.634586466
chr21	18862600	18870300	enh-1038002	CXADR	protein_coding	0.033152498	0.607518797
chr21	30460900	30465950	enh-1038125	LTN1	protein_coding	0.02896804	0.622556391
chr21	30460900	30465950	enh-1038125	MAP3K7CL	protein_coding	0.017093836	0.678195489
chr21	30460900	30465950	enh-1038125	BACH1	protein_coding	0.028580744	0.62406015
chr21	33813000	33839150	enh-1038182	EVA1C	protein_coding	0	0.839097744
chr21	34382850	34385000	enh-1038194	IL10RB	protein_coding	0.022639745	0.64962406
chr21	34382850	34385000	enh-1038194	IFNAR1	protein_coding	0.017093836	0.678195489
chr21	34382850	34385000	enh-1038194	IFNGR2	protein_coding	0.01980877	0.663157895
chr21	34382850	34385000	enh-1038194	GART	protein_coding	0.02987969	0.619548872
chr21	34382850	34385000	enh-1038194	IFNAR2	protein_coding	0.008693539	0.739849624
chr21	34568450	34581550	enh-1038198	IL10RB	protein_coding	0.006346942	0.762406015
chr21	34568450	34581550	enh-1038198	IFNAR1	protein_coding	0.007005251	0.754887218
chr21	34568450	34581550	enh-1038198	IFNGR2	protein_coding	0	0.839097744
chr21	34568450	34581550	enh-1038198	GART	protein_coding	0.013258548	0.703759398
chr21	34568450	34581550	enh-1038198	IFNAR2	protein_coding	0	0.860150376
chr21	34726900	34730050	enh-1038202	IFNGR2	protein_coding	0.038553014	0.590977444
chr21	34731050	34737950	enh-1038205	IL10RB	protein_coding	0.016156947	0.684210526
chr21	34731050	34737950	enh-1038205	IFNAR1	protein_coding	0.03029675	0.618045113
chr21	34731050	34737950	enh-1038205	IFNGR2	protein_coding	0.003718396	0.789473684
chr21	34731050	34737950	enh-1038205	IFNAR2	protein_coding	0.012486915	0.709774436
chr21	34743100	34751000	enh-1038206	AP000295.9	protein_coding	0.042725569	0.578947368
chr21	34743100	34751000	enh-1038206	IL10RB	protein_coding	0.030765927	0.616541353
chr21	34743100	34751000	enh-1038206	IFNAR1	protein_coding	0.028271851	0.62556391
chr21	34743100	34751000	enh-1038206	IFNGR2	protein_coding	0.022039155	0.652631579
chr21	34743100	34751000	enh-1038206	GART	protein_coding	0.039468134	0.587969925
chr21	34743100	34751000	enh-1038206	IFNAR2	protein_coding	0.013258548	0.703759398
chr21	34751100	34759100	enh-1038207	IL10RB	protein_coding	0.007105047	0.753383459
chr21	34751100	34759100	enh-1038207	IFNAR1	protein_coding	0.014632872	0.694736842
chr21	34751100	34759100	enh-1038207	IFNGR2	protein_coding	0	0.845112782
chr21	34751100	34759100	enh-1038207	GART	protein_coding	0.029388986	0.621052632
chr21	34751100	34759100	enh-1038207	IFNAR2	protein_coding	0.002958896	0.798496241
chr21	34799800	34808650	enh-1038209	IL10RB	protein_coding	0.017593897	0.67518797
chr21	34799800	34808650	enh-1038209	IFNGR2	protein_coding	0.00091087	0.822556391
chr21	34799800	34808650	enh-1038209	IFNAR2	protein_coding	0.012078417	0.712781955
chr21	36130600	36140800	enh-1038260	RUNX1	protein_coding	0.026328521	0.633082707
chr21	36140900	36159150	enh-1038261	RUNX1	protein_coding	0.033599154	0.606015038
chr21	36166350	36200700	enh-1038263	RUNX1	protein_coding	0.000395347	0.902255639
chr21	36206150	36221550	enh-1038266	RUNX1	protein_coding	0.001904889	0.810526316
chr21	36277550	36285650	enh-1038269	RUNX1	protein_coding	0.005237412	0.77443609
chr21	36294250	36301050	enh-1038272	RUNX1	protein_coding	0.035977482	0.598496241
chr21	36302650	36320150	enh-1038273	RUNX1	protein_coding	0.045681544	0.571428571
chr21	36338850	36373800	enh-1038277	RUNX1	protein_coding	0.018986402	0.667669173
chr21	36573600	36582650	enh-1038288	RUNX1	protein_coding	0.01552578	0.688721805
chr21	40188350	40200250	enh-1038455	ETS2	protein_coding	0.033152498	0.607518797
chr21	43066350	43076100	enh-1038538	C2CD2	protein_coding	0.015701038	0.687218045
chr21	43707400	43711350	enh-1038561	ABCG1	protein_coding	0.036966008	0.595488722
chr21	43830550	43837100	enh-1038565	UBASH3A	protein_coding	0.018182739	0.672180451
chr21	43830550	43837100	enh-1038565	ABCG1	protein_coding	0.006530651	0.760902256
chr21	43868400	43871500	enh-1038566	ABCG1	protein_coding	0.02358024	0.645112782
chr21	43877650	43900050	enh-1038567	UBASH3A	protein_coding	0.016370248	0.682706767
chr21	43877650	43900050	enh-1038567	ABCG1	protein_coding	0.012927982	0.706766917
chr21	44464300	44468450	enh-1038590	U2AF1	protein_coding	0.03029675	0.618045113
chr21	44464300	44468450	enh-1038590	RRP1B	protein_coding	0.027576535	0.628571429
chr21	44895650	44901350	enh-1038618	U2AF1	protein_coding	0.013463388	0.702255639
chr21	44920350	44941900	enh-1038623	PKNOX1	protein_coding	0.03805783	0.592481203
chr21	45063850	45067250	enh-1038633	U2AF1	protein_coding	0.031518	0.613533835
chr21	45190250	45193250	enh-1038637	RRP1B	protein_coding	0.044388317	0.57443609
chr21	45539950	45544600	enh-1038645	TRPM2	protein_coding	0.002808216	0.8
chr21	45539950	45544600	enh-1038645	SUMO3	protein_coding	0.049409474	0.562406015
chr21	46209300	46214500	enh-1038660	PFKL	protein_coding	0.009622854	0.730827068
chr22	17580700	17581800	enh-1038736	IL17RA	protein_coding	0.02896804	0.622556391
chr22	17720650	17725550	enh-1038743	CECR6	protein_coding	0.022263809	0.65112782
chr22	17720650	17725550	enh-1038743	IL17RA	protein_coding	0.014632872	0.694736842
chr22	17720650	17725550	enh-1038743	CECR1	protein_coding	0.024254752	0.642105263
chr22	18223000	18226500	enh-1038758	MICAL3	protein_coding	0.010107797	0.727819549
chr22	18513500	18522100	enh-1038769	TUBA8	protein_coding	0.01926654	0.666165414
chr22	18537800	18552800	enh-1038773	TUBA8	protein_coding	0.046904051	0.568421053
chr22	18570250	18579700	enh-1038775	MICAL3	protein_coding	0.008831206	0.738345865
chr22	18570250	18579700	enh-1038775	TUBA8	protein_coding	0.007105047	0.753383459
chr22	18941900	18942400	enh-1038782	CDC45	protein_coding	0.02358024	0.645112782
chr22	18996000	19005500	enh-1038785	DGCR6	protein_coding	0.018182739	0.672180451
chr22	18996000	19005500	enh-1038785	DGCR14	protein_coding	0.017471863	0.676691729
chr22	18996000	19005500	enh-1038785	UFD1L	protein_coding	0.013182684	0.705263158
chr22	18996000	19005500	enh-1038785	CDC45	protein_coding	0.005777604	0.769924812
chr22	19014100	19017250	enh-1038786	DGCR6	protein_coding	0.004629364	0.780451128
chr22	19014100	19017250	enh-1038786	DGCR14	protein_coding	0.022639745	0.64962406
chr22	19014100	19017250	enh-1038786	UFD1L	protein_coding	0.016156947	0.684210526
chr22	19014100	19017250	enh-1038786	CDC45	protein_coding	0.003342953	0.793984962
chr22	19014100	19017250	enh-1038786	GNB1L	protein_coding	0.044388317	0.57443609
chr22	19018700	19023900	enh-1038787	TSSK2	protein_coding	0.028271851	0.62556391
chr22	19018700	19023900	enh-1038787	UFD1L	protein_coding	0.035977482	0.598496241
chr22	19018700	19023900	enh-1038787	CDC45	protein_coding	0.011065088	0.721804511
chr22	19092950	19100600	enh-1038791	DGCR6	protein_coding	0.048814002	0.563909774
chr22	19092950	19100600	enh-1038791	CDC45	protein_coding	0.007244898	0.751879699
chr22	19552650	19556300	enh-1038797	DGCR6	protein_coding	0.024254752	0.642105263
chr22	19552650	19556300	enh-1038797	DGCR14	protein_coding	0.039468134	0.587969925
chr22	19552650	19556300	enh-1038797	TSSK2	protein_coding	0.038553014	0.590977444
chr22	19552650	19556300	enh-1038797	UFD1L	protein_coding	0.017899231	0.673684211
chr22	19552650	19556300	enh-1038797	CDC45	protein_coding	0.008831206	0.738345865
chr22	19552650	19556300	enh-1038797	GNB1L	protein_coding	0.048814002	0.563909774
chr22	19563750	19568700	enh-1038799	CDC45	protein_coding	0.034541136	0.603007519
chr22	24177600	24178600	enh-1038930	AP000349.1	protein_coding	0.010107797	0.727819549
