enhancerID	genes
chr3_126630669_126630688_enh-1042529_1	"PLXNA1 (-76758), CHCHD6 (+207616)"
chr3_126630676_126630695_enh-1042529_16	"PLXNA1 (-76751), CHCHD6 (+207623)"
chr3_126630683_126630702_enh-1042529_14	"PLXNA1 (-76744), CHCHD6 (+207630)"
chr3_126630684_126630703_enh-1042529_10	"PLXNA1 (-76743), CHCHD6 (+207631)"
chr3_126630692_126630711_enh-1042529_29	"PLXNA1 (-76735), CHCHD6 (+207639)"
chr3_126630696_126630715_enh-1042529_32	"PLXNA1 (-76731), CHCHD6 (+207643)"
chr3_126630701_126630720_enh-1042529_33	"PLXNA1 (-76726), CHCHD6 (+207648)"
chr3_126630707_126630726_enh-1042529_7	"PLXNA1 (-76720), CHCHD6 (+207654)"
chr3_126630712_126630731_enh-1042529_3	"PLXNA1 (-76715), CHCHD6 (+207659)"
chr3_126630735_126630754_enh-1042529_31	"PLXNA1 (-76692), CHCHD6 (+207682)"
chr3_126630737_126630756_enh-1042529_12	"PLXNA1 (-76690), CHCHD6 (+207684)"
chr3_126630738_126630757_enh-1042529_27	"PLXNA1 (-76689), CHCHD6 (+207685)"
chr3_126630741_126630760_enh-1042529_26	"PLXNA1 (-76686), CHCHD6 (+207688)"
chr3_126630742_126630761_enh-1042529_11	"PLXNA1 (-76685), CHCHD6 (+207689)"
chr3_126630743_126630762_enh-1042529_20	"PLXNA1 (-76684), CHCHD6 (+207690)"
chr3_126630748_126630767_enh-1042529_17	"PLXNA1 (-76679), CHCHD6 (+207695)"
chr3_126630751_126630770_enh-1042529_22	"PLXNA1 (-76676), CHCHD6 (+207698)"
chr3_126630761_126630780_enh-1042529_20	"PLXNA1 (-76666), CHCHD6 (+207708)"
chr3_126630786_126630805_enh-1042529_10	"PLXNA1 (-76641), CHCHD6 (+207733)"
chr3_126630787_126630806_enh-1042529_14	"PLXNA1 (-76640), CHCHD6 (+207734)"
chr3_126630790_126630809_enh-1042529_9	"PLXNA1 (-76637), CHCHD6 (+207737)"
chr3_126630792_126630811_enh-1042529_28	"PLXNA1 (-76635), CHCHD6 (+207739)"
chr3_126630799_126630818_enh-1042529_29	"PLXNA1 (-76628), CHCHD6 (+207746)"
chr3_126630804_126630823_enh-1042529_30	"PLXNA1 (-76623), CHCHD6 (+207751)"
chr3_126630815_126630834_enh-1042529_13	"PLXNA1 (-76612), CHCHD6 (+207762)"
chr3_126630816_126630835_enh-1042529_4	"PLXNA1 (-76611), CHCHD6 (+207763)"
chr3_126630817_126630836_enh-1042529_12	"PLXNA1 (-76610), CHCHD6 (+207764)"
chr3_126630818_126630837_enh-1042529_23	"PLXNA1 (-76609), CHCHD6 (+207765)"
chr3_126630819_126630838_enh-1042529_6	"PLXNA1 (-76608), CHCHD6 (+207766)"
chr3_126630822_126630841_enh-1042529_2	"PLXNA1 (-76605), CHCHD6 (+207769)"
chr3_126630822_126630841_enh-1042529_27	"PLXNA1 (-76605), CHCHD6 (+207769)"
chr3_126630823_126630842_enh-1042529_24	"PLXNA1 (-76604), CHCHD6 (+207770)"
chr3_126630824_126630843_enh-1042529_7	"PLXNA1 (-76603), CHCHD6 (+207771)"
chr3_126630830_126630849_enh-1042529_18	"PLXNA1 (-76597), CHCHD6 (+207777)"
chr3_126630836_126630855_enh-1042529_32	"PLXNA1 (-76591), CHCHD6 (+207783)"
chr3_126630852_126630871_enh-1042529_15	"PLXNA1 (-76575), CHCHD6 (+207799)"
chr3_126700768_126700787_enh-1042533_14	"PLXNA1 (-6659), CHCHD6 (+277715)"
chr3_126700773_126700792_enh-1042533_15	"PLXNA1 (-6654), CHCHD6 (+277720)"
chr3_126700813_126700832_enh-1042533_6	"PLXNA1 (-6614), CHCHD6 (+277760)"
chr3_126700814_126700833_enh-1042533_10	"PLXNA1 (-6613), CHCHD6 (+277761)"
chr3_126700829_126700848_enh-1042533_13	"PLXNA1 (-6598), CHCHD6 (+277776)"
chr3_126700830_126700849_enh-1042533_7	"PLXNA1 (-6597), CHCHD6 (+277777)"
chr3_126700840_126700859_enh-1042533_11	"PLXNA1 (-6587), CHCHD6 (+277787)"
chr3_126700843_126700862_enh-1042533_1	"PLXNA1 (-6584), CHCHD6 (+277790)"
chr3_126700843_126700862_enh-1042533_3	"PLXNA1 (-6584), CHCHD6 (+277790)"
chr3_126700844_126700863_enh-1042533_4	"PLXNA1 (-6583), CHCHD6 (+277791)"
chr3_126700844_126700863_enh-1042533_9	"PLXNA1 (-6583), CHCHD6 (+277791)"
chr3_126700845_126700864_enh-1042533_8	"PLXNA1 (-6582), CHCHD6 (+277792)"
chr3_126700856_126700875_enh-1042533_5	"PLXNA1 (-6571), CHCHD6 (+277803)"
chr3_126700857_126700876_enh-1042533_2	"PLXNA1 (-6570), CHCHD6 (+277804)"
chr3_126700889_126700908_enh-1042533_12	"PLXNA1 (-6538), CHCHD6 (+277836)"
chr3_126701076_126701095_enh-1042533_18	"PLXNA1 (-6351), CHCHD6 (+278023)"
chr3_126701078_126701097_enh-1042533_19	"PLXNA1 (-6349), CHCHD6 (+278025)"
chr3_126701079_126701098_enh-1042533_15	"PLXNA1 (-6348), CHCHD6 (+278026)"
chr3_126701080_126701099_enh-1042533_28	"PLXNA1 (-6347), CHCHD6 (+278027)"
chr3_126701081_126701100_enh-1042533_31	"PLXNA1 (-6346), CHCHD6 (+278028)"
chr3_126701094_126701113_enh-1042533_29	"PLXNA1 (-6333), CHCHD6 (+278041)"
chr3_126701108_126701127_enh-1042533_25	"PLXNA1 (-6319), CHCHD6 (+278055)"
chr3_126701109_126701128_enh-1042533_40	"PLXNA1 (-6318), CHCHD6 (+278056)"
chr3_126701113_126701132_enh-1042533_22	"PLXNA1 (-6314), CHCHD6 (+278060)"
chr3_126701115_126701134_enh-1042533_16	"PLXNA1 (-6312), CHCHD6 (+278062)"
chr3_126701116_126701135_enh-1042533_17	"PLXNA1 (-6311), CHCHD6 (+278063)"
chr3_126701117_126701136_enh-1042533_21	"PLXNA1 (-6310), CHCHD6 (+278064)"
chr3_126701124_126701143_enh-1042533_8	"PLXNA1 (-6303), CHCHD6 (+278071)"
chr3_126701125_126701144_enh-1042533_6	"PLXNA1 (-6302), CHCHD6 (+278072)"
chr3_126701126_126701145_enh-1042533_1	"PLXNA1 (-6301), CHCHD6 (+278073)"
chr3_126701128_126701147_enh-1042533_5	"PLXNA1 (-6299), CHCHD6 (+278075)"
chr3_126701129_126701148_enh-1042533_10	"PLXNA1 (-6298), CHCHD6 (+278076)"
chr3_126701144_126701163_enh-1042533_33	"PLXNA1 (-6283), CHCHD6 (+278091)"
chr3_126701149_126701168_enh-1042533_4	"PLXNA1 (-6278), CHCHD6 (+278096)"
chr3_126701150_126701169_enh-1042533_7	"PLXNA1 (-6277), CHCHD6 (+278097)"
chr3_126701161_126701180_enh-1042533_26	"PLXNA1 (-6266), CHCHD6 (+278108)"
chr3_126701173_126701192_enh-1042533_23	"PLXNA1 (-6254), CHCHD6 (+278120)"
chr3_126701176_126701195_enh-1042533_39	"PLXNA1 (-6251), CHCHD6 (+278123)"
chr3_126701180_126701199_enh-1042533_38	"PLXNA1 (-6247), CHCHD6 (+278127)"
chr3_126701181_126701200_enh-1042533_34	"PLXNA1 (-6246), CHCHD6 (+278128)"
chr3_126701187_126701206_enh-1042533_11	"PLXNA1 (-6240), CHCHD6 (+278134)"
chr3_126701188_126701207_enh-1042533_27	"PLXNA1 (-6239), CHCHD6 (+278135)"
chr3_126701189_126701208_enh-1042533_20	"PLXNA1 (-6238), CHCHD6 (+278136)"
chr3_126701193_126701212_enh-1042533_12	"PLXNA1 (-6234), CHCHD6 (+278140)"
chr3_126701194_126701213_enh-1042533_13	"PLXNA1 (-6233), CHCHD6 (+278141)"
chr3_126701195_126701214_enh-1042533_9	"PLXNA1 (-6232), CHCHD6 (+278142)"
chr3_126701198_126701217_enh-1042533_2	"PLXNA1 (-6229), CHCHD6 (+278145)"
chr3_126701199_126701218_enh-1042533_3	"PLXNA1 (-6228), CHCHD6 (+278146)"
chr3_126701207_126701226_enh-1042533_30	"PLXNA1 (-6220), CHCHD6 (+278154)"
chr3_126701222_126701241_enh-1042533_35	"PLXNA1 (-6205), CHCHD6 (+278169)"
chr3_126701222_126701241_enh-1042533_36	"PLXNA1 (-6205), CHCHD6 (+278169)"
chr3_126701223_126701242_enh-1042533_37	"PLXNA1 (-6204), CHCHD6 (+278170)"
chr3_126701233_126701252_enh-1042533_24	"PLXNA1 (-6194), CHCHD6 (+278180)"
chr3_126701236_126701255_enh-1042533_32	"PLXNA1 (-6191), CHCHD6 (+278183)"
chr3_126701240_126701259_enh-1042533_14	"PLXNA1 (-6187), CHCHD6 (+278187)"
chr3_136714328_136714347_enh-1042805_15	"SOX14 (-769241), IL20RB (+37631)"
chr3_136714347_136714366_enh-1042805_13	"SOX14 (-769222), IL20RB (+37650)"
chr3_136714356_136714375_enh-1042805_1	"SOX14 (-769213), IL20RB (+37659)"
chr3_136714356_136714375_enh-1042805_7	"SOX14 (-769213), IL20RB (+37659)"
chr3_136714359_136714378_enh-1042805_6	"SOX14 (-769210), IL20RB (+37662)"
chr3_136714364_136714383_enh-1042805_4	"SOX14 (-769205), IL20RB (+37667)"
chr3_136714371_136714390_enh-1042805_10	"SOX14 (-769198), IL20RB (+37674)"
chr3_136714372_136714391_enh-1042805_18	"SOX14 (-769197), IL20RB (+37675)"
chr3_136714373_136714392_enh-1042805_20	"SOX14 (-769196), IL20RB (+37676)"
chr3_136714377_136714396_enh-1042805_19	"SOX14 (-769192), IL20RB (+37680)"
chr3_136714383_136714402_enh-1042805_3	"SOX14 (-769186), IL20RB (+37686)"
chr3_136714386_136714405_enh-1042805_17	"SOX14 (-769183), IL20RB (+37689)"
chr3_136714387_136714406_enh-1042805_2	"SOX14 (-769182), IL20RB (+37690)"
chr3_136714394_136714413_enh-1042805_22	"SOX14 (-769175), IL20RB (+37697)"
chr3_136714420_136714439_enh-1042805_12	"SOX14 (-769149), IL20RB (+37723)"
chr3_136714439_136714458_enh-1042805_5	"SOX14 (-769130), IL20RB (+37742)"
chr3_136714442_136714461_enh-1042805_16	"SOX14 (-769127), IL20RB (+37745)"
chr3_136714443_136714462_enh-1042805_8	"SOX14 (-769126), IL20RB (+37746)"
chr3_136714448_136714467_enh-1042805_14	"SOX14 (-769121), IL20RB (+37751)"
chr3_136714449_136714468_enh-1042805_9	"SOX14 (-769120), IL20RB (+37752)"
chr3_136714481_136714500_enh-1042805_21	"SOX14 (-769088), IL20RB (+37784)"
chr3_136714500_136714519_enh-1042805_11	"SOX14 (-769069), IL20RB (+37803)"
chr3_136714501_136714520_enh-1042805_23	"SOX14 (-769068), IL20RB (+37804)"
chr3_136714507_136714526_enh-1042805_17	"SOX14 (-769062), IL20RB (+37810)"
chr3_136714541_136714560_enh-1042805_12	"SOX14 (-769028), IL20RB (+37844)"
chr3_136714547_136714566_enh-1042805_3	"SOX14 (-769022), IL20RB (+37850)"
chr3_136714568_136714587_enh-1042805_14	"SOX14 (-769001), IL20RB (+37871)"
chr3_136714569_136714588_enh-1042805_16	"SOX14 (-769000), IL20RB (+37872)"
chr3_136714574_136714593_enh-1042805_11	"SOX14 (-768995), IL20RB (+37877)"
chr3_136714579_136714598_enh-1042805_9	"SOX14 (-768990), IL20RB (+37882)"
chr3_136714580_136714599_enh-1042805_6	"SOX14 (-768989), IL20RB (+37883)"
chr3_136714586_136714605_enh-1042805_3	"SOX14 (-768983), IL20RB (+37889)"
chr3_136714588_136714607_enh-1042805_13	"SOX14 (-768981), IL20RB (+37891)"
chr3_136714788_136714807_enh-1042805_19	"SOX14 (-768781), IL20RB (+38091)"
chr3_136714792_136714811_enh-1042805_8	"SOX14 (-768777), IL20RB (+38095)"
chr3_136714793_136714812_enh-1042805_2	"SOX14 (-768776), IL20RB (+38096)"
chr3_136714814_136714833_enh-1042805_20	"SOX14 (-768755), IL20RB (+38117)"
chr3_136714821_136714840_enh-1042805_11	"SOX14 (-768748), IL20RB (+38124)"
chr3_136714833_136714852_enh-1042805_13	"SOX14 (-768736), IL20RB (+38136)"
chr3_136714837_136714856_enh-1042805_9	"SOX14 (-768732), IL20RB (+38140)"
chr3_136714842_136714861_enh-1042805_18	"SOX14 (-768727), IL20RB (+38145)"
chr3_136714860_136714879_enh-1042805_10	"SOX14 (-768709), IL20RB (+38163)"
chr3_136714863_136714882_enh-1042805_5	"SOX14 (-768706), IL20RB (+38166)"
chr3_136714864_136714883_enh-1042805_12	"SOX14 (-768705), IL20RB (+38167)"
chr3_136714865_136714884_enh-1042805_22	"SOX14 (-768704), IL20RB (+38168)"
chr3_136714870_136714889_enh-1042805_14	"SOX14 (-768699), IL20RB (+38173)"
chr3_136714874_136714893_enh-1042805_15	"SOX14 (-768695), IL20RB (+38177)"
chr3_136714875_136714894_enh-1042805_16	"SOX14 (-768694), IL20RB (+38178)"
chr3_136714912_136714931_enh-1042805_1	"SOX14 (-768657), IL20RB (+38215)"
chr3_136714918_136714937_enh-1042805_3	"SOX14 (-768651), IL20RB (+38221)"
chr3_136714921_136714940_enh-1042805_4	"SOX14 (-768648), IL20RB (+38224)"
chr3_136714922_136714941_enh-1042805_7	"SOX14 (-768647), IL20RB (+38225)"
chr3_136714923_136714942_enh-1042805_17	"SOX14 (-768646), IL20RB (+38226)"
chr3_136714933_136714952_enh-1042805_6	"SOX14 (-768636), IL20RB (+38236)"
chr3_136714947_136714966_enh-1042805_21	"SOX14 (-768622), IL20RB (+38250)"
chr3_138580752_138580771_enh-1042844_3	"PIK3CB (-27168), FOXL2 (+85220)"
chr3_138580760_138580779_enh-1042844_6	"PIK3CB (-27176), FOXL2 (+85212)"
chr3_138580780_138580799_enh-1042844_1	"PIK3CB (-27196), FOXL2 (+85192)"
chr3_138580781_138580800_enh-1042844_2	"PIK3CB (-27197), FOXL2 (+85191)"
chr3_138580781_138580800_enh-1042844_7	"PIK3CB (-27197), FOXL2 (+85191)"
chr3_138580784_138580803_enh-1042844_4	"PIK3CB (-27200), FOXL2 (+85188)"
chr3_138580788_138580807_enh-1042844_5	"PIK3CB (-27204), FOXL2 (+85184)"
chr3_138581294_138581313_enh-1042844_8	"PIK3CB (-27710), FOXL2 (+84678)"
chr3_138581331_138581350_enh-1042844_2	"PIK3CB (-27747), FOXL2 (+84641)"
chr3_138581333_138581352_enh-1042844_13	"PIK3CB (-27749), FOXL2 (+84639)"
chr3_138581341_138581360_enh-1042844_6	"PIK3CB (-27757), FOXL2 (+84631)"
chr3_138581370_138581389_enh-1042844_9	"PIK3CB (-27786), FOXL2 (+84602)"
chr3_138581383_138581402_enh-1042844_10	"PIK3CB (-27799), FOXL2 (+84589)"
chr3_138581390_138581409_enh-1042844_12	"PIK3CB (-27806), FOXL2 (+84582)"
chr3_138581393_138581412_enh-1042844_4	"PIK3CB (-27809), FOXL2 (+84579)"
chr3_138581394_138581413_enh-1042844_1	"PIK3CB (-27810), FOXL2 (+84578)"
chr3_138581395_138581414_enh-1042844_3	"PIK3CB (-27811), FOXL2 (+84577)"
chr3_138581398_138581417_enh-1042844_11	"PIK3CB (-27814), FOXL2 (+84574)"
chr3_138581399_138581418_enh-1042844_5	"PIK3CB (-27815), FOXL2 (+84573)"
chr3_138581400_138581419_enh-1042844_7	"PIK3CB (-27816), FOXL2 (+84572)"
chr3_138581411_138581430_enh-1042844_3	"PIK3CB (-27827), FOXL2 (+84561)"
chr3_138581417_138581436_enh-1042844_13	"PIK3CB (-27833), FOXL2 (+84555)"
chr3_138581445_138581464_enh-1042844_16	"PIK3CB (-27861), FOXL2 (+84527)"
chr3_138582200_138582219_enh-1042844_4	"PIK3CB (-28616), FOXL2 (+83772)"
chr3_138582201_138582220_enh-1042844_2	"PIK3CB (-28617), FOXL2 (+83771)"
chr3_138582202_138582221_enh-1042844_7	"PIK3CB (-28618), FOXL2 (+83770)"
chr3_138582204_138582223_enh-1042844_5	"PIK3CB (-28620), FOXL2 (+83768)"
chr3_138582217_138582236_enh-1042844_6	"PIK3CB (-28633), FOXL2 (+83755)"
chr3_138582218_138582237_enh-1042844_9	"PIK3CB (-28634), FOXL2 (+83754)"
chr3_138582299_138582318_enh-1042844_11	"PIK3CB (-28715), FOXL2 (+83673)"
chr3_138582312_138582331_enh-1042844_10	"PIK3CB (-28728), FOXL2 (+83660)"
chr3_138582333_138582352_enh-1042844_8	"PIK3CB (-28749), FOXL2 (+83639)"
chr3_138582338_138582357_enh-1042844_1	"PIK3CB (-28754), FOXL2 (+83634)"
chr3_138582339_138582358_enh-1042844_3	"PIK3CB (-28755), FOXL2 (+83633)"
chr3_138582363_138582382_enh-1042844_4	"PIK3CB (-28779), FOXL2 (+83609)"
chr3_138582373_138582392_enh-1042844_8	"PIK3CB (-28789), FOXL2 (+83599)"
chr3_138582374_138582393_enh-1042844_6	"PIK3CB (-28790), FOXL2 (+83598)"
chr3_138582380_138582399_enh-1042844_7	"PIK3CB (-28796), FOXL2 (+83592)"
chr3_138582381_138582400_enh-1042844_3	"PIK3CB (-28797), FOXL2 (+83591)"
chr3_138582403_138582422_enh-1042844_9	"PIK3CB (-28819), FOXL2 (+83569)"
chr3_138582411_138582430_enh-1042844_7	"PIK3CB (-28827), FOXL2 (+83561)"
chr3_138582412_138582431_enh-1042844_16	"PIK3CB (-28828), FOXL2 (+83560)"
chr3_138582429_138582448_enh-1042844_1	"PIK3CB (-28845), FOXL2 (+83543)"
chr3_138582430_138582449_enh-1042844_10	"PIK3CB (-28846), FOXL2 (+83542)"
chr3_138582443_138582462_enh-1042844_6	"PIK3CB (-28859), FOXL2 (+83529)"
chr3_138582462_138582481_enh-1042844_19	"PIK3CB (-28878), FOXL2 (+83510)"
chr3_138582464_138582483_enh-1042844_18	"PIK3CB (-28880), FOXL2 (+83508)"
chr3_138582469_138582488_enh-1042844_3	"PIK3CB (-28885), FOXL2 (+83503)"
chr3_138582473_138582492_enh-1042844_4	"PIK3CB (-28889), FOXL2 (+83499)"
chr3_138582483_138582502_enh-1042844_14	"PIK3CB (-28899), FOXL2 (+83489)"
chr3_138582517_138582536_enh-1042844_2	"PIK3CB (-28933), FOXL2 (+83455)"
chr3_138582521_138582540_enh-1042844_1	"PIK3CB (-28937), FOXL2 (+83451)"
chr3_138582555_138582574_enh-1042844_5	"PIK3CB (-28971), FOXL2 (+83417)"
chr3_138582579_138582598_enh-1042844_3	"PIK3CB (-28995), FOXL2 (+83393)"
chr3_138582645_138582664_enh-1042844_6	"PIK3CB (-29061), FOXL2 (+83327)"
chr3_141027327_141027346_enh-1042919_18	"ZBTB38 (-79317), ACPL2 (+76667)"
chr3_141027359_141027378_enh-1042919_16	"ZBTB38 (-79285), ACPL2 (+76699)"
chr3_141027362_141027381_enh-1042919_17	"ZBTB38 (-79282), ACPL2 (+76702)"
chr3_141027365_141027384_enh-1042919_15	"ZBTB38 (-79279), ACPL2 (+76705)"
chr3_141027400_141027419_enh-1042919_5	"ZBTB38 (-79244), ACPL2 (+76740)"
chr3_141027403_141027422_enh-1042919_10	"ZBTB38 (-79241), ACPL2 (+76743)"
chr3_141027411_141027430_enh-1042919_2	"ZBTB38 (-79233), ACPL2 (+76751)"
chr3_141027412_141027431_enh-1042919_4	"ZBTB38 (-79232), ACPL2 (+76752)"
chr3_141027415_141027434_enh-1042919_9	"ZBTB38 (-79229), ACPL2 (+76755)"
chr3_141027416_141027435_enh-1042919_3	"ZBTB38 (-79228), ACPL2 (+76756)"
chr3_141027449_141027468_enh-1042919_13	"ZBTB38 (-79195), ACPL2 (+76789)"
chr3_141027454_141027473_enh-1042919_19	"ZBTB38 (-79190), ACPL2 (+76794)"
chr3_141027459_141027478_enh-1042919_6	"ZBTB38 (-79185), ACPL2 (+76799)"
chr3_141027460_141027479_enh-1042919_14	"ZBTB38 (-79184), ACPL2 (+76800)"
chr3_141027485_141027504_enh-1042919_8	"ZBTB38 (-79159), ACPL2 (+76825)"
chr3_141027489_141027508_enh-1042919_12	"ZBTB38 (-79155), ACPL2 (+76829)"
chr3_141027493_141027512_enh-1042919_11	"ZBTB38 (-79151), ACPL2 (+76833)"
chr3_141027499_141027518_enh-1042919_1	"ZBTB38 (-79145), ACPL2 (+76839)"
chr3_141027500_141027519_enh-1042919_7	"ZBTB38 (-79144), ACPL2 (+76840)"
chr3_141030174_141030193_enh-1042919_3	"ZBTB38 (-76470), ACPL2 (+79514)"
chr3_141030178_141030197_enh-1042919_5	"ZBTB38 (-76466), ACPL2 (+79518)"
chr3_141030179_141030198_enh-1042919_7	"ZBTB38 (-76465), ACPL2 (+79519)"
chr3_141030180_141030199_enh-1042919_1	"ZBTB38 (-76464), ACPL2 (+79520)"
chr3_141030188_141030207_enh-1042919_6	"ZBTB38 (-76456), ACPL2 (+79528)"
chr3_141030191_141030210_enh-1042919_4	"ZBTB38 (-76453), ACPL2 (+79531)"
chr3_141030201_141030220_enh-1042919_2	"ZBTB38 (-76443), ACPL2 (+79541)"
chr3_141030220_141030239_enh-1042919_18	"ZBTB38 (-76424), ACPL2 (+79560)"
chr3_141030223_141030242_enh-1042919_13	"ZBTB38 (-76421), ACPL2 (+79563)"
chr3_141030244_141030263_enh-1042919_5	"ZBTB38 (-76400), ACPL2 (+79584)"
chr3_141030245_141030264_enh-1042919_11	"ZBTB38 (-76399), ACPL2 (+79585)"
chr3_141030268_141030287_enh-1042919_19	"ZBTB38 (-76376), ACPL2 (+79608)"
chr3_141030278_141030297_enh-1042919_4	"ZBTB38 (-76366), ACPL2 (+79618)"
chr3_141030279_141030298_enh-1042919_15	"ZBTB38 (-76365), ACPL2 (+79619)"
chr3_141030280_141030299_enh-1042919_12	"ZBTB38 (-76364), ACPL2 (+79620)"
chr3_141030287_141030306_enh-1042919_14	"ZBTB38 (-76357), ACPL2 (+79627)"
chr3_141030298_141030317_enh-1042919_7	"ZBTB38 (-76346), ACPL2 (+79638)"
chr3_141030299_141030318_enh-1042919_8	"ZBTB38 (-76345), ACPL2 (+79639)"
chr3_141030300_141030319_enh-1042919_2	"ZBTB38 (-76344), ACPL2 (+79640)"
chr3_141030324_141030343_enh-1042919_17	"ZBTB38 (-76320), ACPL2 (+79664)"
chr3_141030331_141030350_enh-1042919_20	"ZBTB38 (-76313), ACPL2 (+79671)"
chr3_141030790_141030809_enh-1042919_11	"ZBTB38 (-75854), ACPL2 (+80130)"
chr3_141030792_141030811_enh-1042919_6	"ZBTB38 (-75852), ACPL2 (+80132)"
chr3_141030802_141030821_enh-1042919_8	"ZBTB38 (-75842), ACPL2 (+80142)"
chr3_141030834_141030853_enh-1042919_9	"ZBTB38 (-75810), ACPL2 (+80174)"
chr3_141030835_141030854_enh-1042919_10	"ZBTB38 (-75809), ACPL2 (+80175)"
chr3_141030867_141030886_enh-1042919_4	"ZBTB38 (-75777), ACPL2 (+80207)"
chr3_141030878_141030897_enh-1042919_3	"ZBTB38 (-75766), ACPL2 (+80218)"
chr3_141030881_141030900_enh-1042919_1	"ZBTB38 (-75763), ACPL2 (+80221)"
chr3_141030882_141030901_enh-1042919_2	"ZBTB38 (-75762), ACPL2 (+80222)"
chr3_141030915_141030934_enh-1042919_5	"ZBTB38 (-75729), ACPL2 (+80255)"
chr3_141030924_141030943_enh-1042919_7	"ZBTB38 (-75720), ACPL2 (+80264)"
chr3_141031627_141031646_enh-1042919_4	"ZBTB38 (-75017), ACPL2 (+80967)"
chr3_141031678_141031697_enh-1042919_3	"ZBTB38 (-74966), ACPL2 (+81018)"
chr3_141031697_141031716_enh-1042919_2	"ZBTB38 (-74947), ACPL2 (+81037)"
chr3_141031705_141031724_enh-1042919_1	"ZBTB38 (-74939), ACPL2 (+81045)"
chr3_143021523_143021542_enh-1042982_4	"CHST2 (+183360), SLC9A9 (+545840)"
chr3_143021528_143021547_enh-1042982_8	"CHST2 (+183365), SLC9A9 (+545835)"
chr3_143021530_143021549_enh-1042982_9	"CHST2 (+183367), SLC9A9 (+545833)"
chr3_143021544_143021563_enh-1042982_7	"CHST2 (+183381), SLC9A9 (+545819)"
chr3_143021545_143021564_enh-1042982_11	"CHST2 (+183382), SLC9A9 (+545818)"
chr3_143021574_143021593_enh-1042982_2	"CHST2 (+183411), SLC9A9 (+545789)"
chr3_143021585_143021604_enh-1042982_1	"CHST2 (+183422), SLC9A9 (+545778)"
chr3_143021596_143021615_enh-1042982_5	"CHST2 (+183433), SLC9A9 (+545767)"
chr3_143021637_143021656_enh-1042982_3	"CHST2 (+183474), SLC9A9 (+545726)"
chr3_143021637_143021656_enh-1042982_6	"CHST2 (+183474), SLC9A9 (+545726)"
chr3_143021638_143021657_enh-1042982_10	"CHST2 (+183475), SLC9A9 (+545725)"
chr3_143025838_143025857_enh-1042982_3	"CHST2 (+187675), SLC9A9 (+541525)"
chr3_143025843_143025862_enh-1042982_2	"CHST2 (+187680), SLC9A9 (+541520)"
chr3_143025938_143025957_enh-1042982_1	"CHST2 (+187775), SLC9A9 (+541425)"
chr3_143025956_143025975_enh-1042982_7	"CHST2 (+187793), SLC9A9 (+541407)"
chr3_143025996_143026015_enh-1042982_4	"CHST2 (+187833), SLC9A9 (+541367)"
chr3_143025997_143026016_enh-1042982_3	"CHST2 (+187834), SLC9A9 (+541366)"
chr3_143026015_143026034_enh-1042982_2	"CHST2 (+187852), SLC9A9 (+541348)"
chr3_143026024_143026043_enh-1042982_8	"CHST2 (+187861), SLC9A9 (+541339)"
chr3_143026025_143026044_enh-1042982_5	"CHST2 (+187862), SLC9A9 (+541338)"
chr3_143026026_143026045_enh-1042982_6	"CHST2 (+187863), SLC9A9 (+541337)"
chr3_143026139_143026158_enh-1042982_1	"CHST2 (+187976), SLC9A9 (+541224)"
chr3_143026145_143026164_enh-1042982_3	"CHST2 (+187982), SLC9A9 (+541218)"
chr3_143026151_143026170_enh-1042982_2	"CHST2 (+187988), SLC9A9 (+541212)"
chr3_143026182_143026201_enh-1042982_4	"CHST2 (+188019), SLC9A9 (+541181)"
chr3_143026895_143026914_enh-1042982_3	"CHST2 (+188732), SLC9A9 (+540468)"
chr3_143026898_143026917_enh-1042982_2	"CHST2 (+188735), SLC9A9 (+540465)"
chr3_143026912_143026931_enh-1042982_1	"CHST2 (+188749), SLC9A9 (+540451)"
chr3_143027034_143027053_enh-1042982_4	"CHST2 (+188871), SLC9A9 (+540329)"
chr3_143027535_143027554_enh-1042982_9	"CHST2 (+189372), SLC9A9 (+539828)"
chr3_143027547_143027566_enh-1042982_5	"CHST2 (+189384), SLC9A9 (+539816)"
chr3_143027549_143027568_enh-1042982_10	"CHST2 (+189386), SLC9A9 (+539814)"
chr3_143027550_143027569_enh-1042982_1	"CHST2 (+189387), SLC9A9 (+539813)"
chr3_143027553_143027572_enh-1042982_7	"CHST2 (+189390), SLC9A9 (+539810)"
chr3_143027558_143027577_enh-1042982_6	"CHST2 (+189395), SLC9A9 (+539805)"
chr3_143027615_143027634_enh-1042982_2	"CHST2 (+189452), SLC9A9 (+539748)"
chr3_143027616_143027635_enh-1042982_3	"CHST2 (+189453), SLC9A9 (+539747)"
chr3_143027621_143027640_enh-1042982_4	"CHST2 (+189458), SLC9A9 (+539742)"
chr3_143027624_143027643_enh-1042982_8	"CHST2 (+189461), SLC9A9 (+539739)"
chr3_143027831_143027850_enh-1042982_3	"CHST2 (+189668), SLC9A9 (+539532)"
chr3_143027852_143027871_enh-1042982_2	"CHST2 (+189689), SLC9A9 (+539511)"
chr3_143027858_143027877_enh-1042982_4	"CHST2 (+189695), SLC9A9 (+539505)"
chr3_143027914_143027933_enh-1042982_1	"CHST2 (+189751), SLC9A9 (+539449)"
chr3_143027954_143027973_enh-1042982_5	"CHST2 (+189791), SLC9A9 (+539409)"
chr3_143028731_143028750_enh-1042982_6	"CHST2 (+190568), SLC9A9 (+538632)"
